repo	file	cls	methods	context
hive	ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestOrcRawRecordMerger.java	test		{@link org.apache.hive.hcatalog.streaming.TestStreaming#testInterleavedTransactionBatchCommits} h...
hive	ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestOrcSplit.java	test		Tests for OrcSplit class
hive	ql/src/test/org/apache/hadoop/hive/ql/io/orc/TestVectorizedOrcAcidRowBatchReader.java	test		This class tests the VectorizedOrcAcidRowBatchReader by creating an actual split and a set
hive	ql/src/test/org/apache/hadoop/hive/ql/optimizer/calcite/rules/views/TestHiveAugmentMaterializationRule.java	test		public class TestHiveAugmentMaterializationRule
hive	ql/src/test/org/apache/hadoop/hive/ql/parse/TestDMLSemanticAnalyzer.java	test		public class TestDMLSemanticAnalyzer
hive	serde/src/java/org/apache/hadoop/hive/serde2/thrift/ColumnBuffer.java	use	BitSet(); get(int); get(from,to); set(from,to); size(); length()	ColumnBuffer
hive	serde/src/test/org/apache/hadoop/hive/serde2/thrift/TestColumnBuffer.java	test		Test if the nulls BitSet is maintained properly when we extract subset from ColumnBuffer
hive	service/src/java/org/apache/hive/service/auth/AuthType.java	use	BitSet(); get(int); set(int); cardinality()	AuthType is used to parse and verify
hive	standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnCommonUtils.java	use	BitSet(); get(int); set(int); valueOf(long[])	Transform a {@link org.apache.hadoop.hive.metastore.api.GetOpenTxnsResponse} to a
hive	standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/metastore/utils/FileUtils.java	use	BitSet(int); get(int); set(int); size()	Filter that filters out hidden files
hive	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/columnstats/aggr/ColumnStatsAggregator.java	use	BitSet(int); get(int); set(int); nextClearBit(); cardinality(); size()	The tuner controls the derivation of the NDV value when aggregating statistics from multiple part...
hive	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/handler/AddPartitionsHandler.java	use	BitSet()	Validate a partition before creating it. The validation checks
hive	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/handler/CreateTableHandler.java	use	BitSet()	public class CreateTableHandler
hive	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnUtils.java	use	BitSet(int); get(int); set(from,to); valueOf(long[])	Returns a valid txn list for cleaner
hive	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/entities/OpenTxnList.java	use	BitSet(); set(int); size(); toByteArray()	Class for the getOpenTxnList calculation
hive	standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/jdbc/functions/GetValidWriteIdsForTableFunction.java	use	BitSet(); set(int); clear(); size(); toByteArray()	public class GetValidWriteIdsForTableFunction
hive	standalone-metastore/metastore-tools/tools-common/src/main/java/org/apache/hadoop/hive/metastore/tools/HMSClient.java	use	get(int); valueOf(long[])	Wrapper for Thrift HMS interface
hive	storage-api/src/java/org/apache/hadoop/hive/common/ValidCleanerWriteIdList.java	use	BitSet()	An implementation of {@link ValidWriteIdList} for use by the Cleaner
hive	storage-api/src/java/org/apache/hadoop/hive/common/ValidCompactorWriteIdList.java	use		An implementation of {@link ValidWriteIdList} for use by the compactor
hive	storage-api/src/java/org/apache/hadoop/hive/common/ValidReadTxnList.java	use	BitSet(); BitSet(int); get(int); set(int); nextSetBit()	An implementation of {@link org.apache.hadoop.hive.common.ValidTxnList} for use by readers
hive	storage-api/src/java/org/apache/hadoop/hive/common/ValidReaderWriteIdList.java	use	BitSet(); BitSet(int); get(int); set(int); nextSetBit()	An implementation of {@link ValidWriteIdList} for use by readers
hive	storage-api/src/test/org/apache/hadoop/hive/common/TestValidCompactorWriteIdList.java	test		Tests for {@link ValidCompactorWriteIdList}
hive	storage-api/src/test/org/apache/hadoop/hive/common/TestValidReadTxnList.java	test		Tests for {@link ValidReadTxnList}
hive	storage-api/src/test/org/apache/hadoop/hive/common/TestValidReaderWriteIdList.java	test		Tests for {@link ValidReaderWriteIdList}
hive	storage-api/src/test/org/apache/hive/common/util/TestTxnIdUtils.java	test		public class TestTxnIdUtils
lucene	lucene/analysis/common/src/java/org/apache/lucene/analysis/hunspell/NGramFragmentChecker.java	use	BitSet(int); set(from,to,bool); cardinality(); size()	A {@link FragmentChecker} based on all character n-grams possible in a certain language, keeping
lucene	lucene/analysis/common/src/java/org/apache/lucene/analysis/in/IndicNormalizer.java	use	BitSet(int); get(int); set(int)	Normalizes the Unicode representation of text in Indian languages
lucene	lucene/codecs/src/java/org/apache/lucene/codecs/memory/FSTTermsReader.java	use	BitSet(); get(int); set(int)	FST-based terms dictionary reader
lucene	lucene/codecs/src/java/org/apache/lucene/codecs/simpletext/SimpleTextLiveDocsFormat.java	use	BitSet(int); get(int); set(int); length()	reads/writes plaintext live docs
lucene	lucene/core/src/java/org/apache/lucene/util/automaton/Automaton.java	use	BitSet(int); get(int); set(from,to); nextSetBit(); size()	Represents an automaton and all its states and transitions. States are integers and must be
lucene	lucene/core/src/java/org/apache/lucene/util/automaton/FiniteStringsIterator.java	use	BitSet(int); get(int); set(int); clear(int)	Iterates all accepted strings
lucene	lucene/core/src/java/org/apache/lucene/util/automaton/Operations.java	use	BitSet(int); get(int); set(int); clear(int); and(); andNot(); nextSetBit(); isEmpty(); cardinality()	Automata operations
lucene	lucene/core/src/java/org/apache/lucene/util/fst/Util.java	use	BitSet(); get(int); set(int)	Static helper methods
lucene	lucene/core/src/java/org/apache/lucene/util/graph/GraphTokenStreamFiniteStrings.java	use	BitSet(int); get(int); set(int)	Consumes a TokenStream and creates an {@link Automaton} where the transition labels are terms
lucene	lucene/core/src/test/org/apache/lucene/index/TestTransactionRollback.java	test		Test class to illustrate using IndexDeletionPolicy to provide multi-level rollback capability
lucene	lucene/core/src/test/org/apache/lucene/search/TestPointQueries.java	test		public class TestPointQueries
lucene	lucene/core/src/test/org/apache/lucene/util/TestBytesRefHash.java	test		Test method for {@link
lucene	lucene/core/src/test/org/apache/lucene/util/TestFixedBitDocIdSet.java	test		public class TestFixedBitDocIdSet
lucene	lucene/core/src/test/org/apache/lucene/util/TestIntArrayDocIdSet.java	test		public class TestIntArrayDocIdSet
lucene	lucene/core/src/test/org/apache/lucene/util/TestNotDocIdSet.java	test		public class TestNotDocIdSet
lucene	lucene/core/src/test/org/apache/lucene/util/TestRoaringDocIdSet.java	test		public class TestRoaringDocIdSet
lucene	lucene/core/src/test/org/apache/lucene/util/TestSparseFixedBitDocIdSet.java	test		public class TestSparseFixedBitDocIdSet
lucene	lucene/core/src/test/org/apache/lucene/util/automaton/MinimizationOperations.java	test		Operations for minimizing automata
lucene	lucene/core/src/test/org/apache/lucene/util/bkd/TestBKD.java	test		public class TestBKD
lucene	lucene/highlighter/src/test/org/apache/lucene/search/uhighlight/TestUnifiedHighlighterTermVec.java	test		Tests highlighting for matters *expressly* relating to term vectors
lucene	lucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoConcavePolygon.java	use	BitSet(); get(int); set(int); size(); equals()	GeoConcavePolygon objects are generic building blocks of more complex structures. The only
lucene	lucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoConvexPolygon.java	use	BitSet(); get(int); set(int); size(); equals()	GeoConvexPolygon objects are generic building blocks of more complex structures. The only
lucene	lucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoPolygonFactory.java	use	BitSet(); BitSet(int); get(int); set(int,bool); set(from,to); size()	Class which constructs a GeoMembershipShape representing an arbitrary polygon
lucene	lucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/SerializableObject.java	use	toByteArray(); valueOf(long[])	Indicates that a geo3d object can be serialized and deserialized
lucene	lucene/spatial3d/src/test/org/apache/lucene/spatial3d/geom/TestGeoPolygon.java	test		public class TestGeoPolygon
lucene	lucene/test-framework/src/java/org/apache/lucene/tests/geo/BaseGeoPointTestCase.java	test		Abstract class to do basic tests for a geospatial impl (high level fields and queries) NOTE: This
lucene	lucene/test-framework/src/java/org/apache/lucene/tests/geo/BaseXYPointTestCase.java	test		abstract class BaseXYPointTestCase
lucene	lucene/test-framework/src/java/org/apache/lucene/tests/index/BasePointsFormatTestCase.java	test		Abstract class to do basic tests for a points format. NOTE: This test focuses on the points impl,
lucene	lucene/test-framework/src/java/org/apache/lucene/tests/search/SearchEquivalenceTestBase.java	test		Simple base class for checking search equivalence. Extend it, and write tests that create {@link
lucene	lucene/test-framework/src/java/org/apache/lucene/tests/util/BaseDocIdSetTestCase.java	test		Assert that the content of the {@link DocIdSet} is the same as the content of the {@link
lucene	lucene/test-framework/src/java/org/apache/lucene/tests/util/RamUsageTester.java	test		An accumulator of object references. This class allows for customizing RAM usage estimation
lucene	lucene/test-framework/src/java/org/apache/lucene/tests/util/automaton/AutomatonTestUtil.java	test		Utilities for testing automata
netty	codec-base/src/main/java/io/netty/handler/codec/DateFormatter.java	use	BitSet(); get(int); set(int)	A formatter for HTTP header dates, such as "Expires" and "Date" headers, or "expires" field in "S...
netty	codec-http/src/main/java/io/netty/handler/codec/http/CookieUtil.java	use	BitSet(int); get(int); set(int); set(int,bool); set(from,to,bool); or()	@deprecated Duplicate of package private ${@link io.netty.handler.codec.http.cookie.CookieUtil}
netty	codec-http/src/main/java/io/netty/handler/codec/http/HttpChunkLineValidatingByteProcessor.java	impl		Validates the chunk start line. That is, the chunk size and chunk extensions, until the CR LF pair
netty	codec-http/src/main/java/io/netty/handler/codec/http/cookie/CookieUtil.java	use	BitSet(); get(int); set(int); set(int,bool)	@param buf a buffer where some cookies were maybe encoded
netty	common/src/main/java/io/netty/util/internal/InternalThreadLocalMap.java	use	BitSet(); get(int); set(int)	The internal data structure that stores the thread-local variables for Netty and all {@link FastT...
pmd	pmd-core/src/main/java/net/sourceforge/pmd/cpd/MatchCollector.java	use	BitSet(); get(int); set(int)	MatchCollector.java
pmd	pmd-java/src/main/java/net/sourceforge/pmd/lang/java/ast/OverrideResolutionPass.java	use	BitSet(int); get(int); set(int)	Populates method declarations with the method they override
pmd	pmd-java/src/main/java/net/sourceforge/pmd/lang/java/symbols/table/internal/JavaResolvers.java	use	BitSet(int); get(int); set(int); nextSetBit(); isEmpty(); size()	Returns true if the given element can be imported in the current file
spark	sql/hive/src/test/java/org/apache/spark/sql/hive/test/Complex.java	test		This is a fork of Hive 0.13's org/apache/hadoop/hive/serde2/thrift/test/Complex.java, which
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/LocalVariableAnnotation.java	use	get(int); equals()	Bug annotation class for local variable names
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/OpcodeStack.java	use	BitSet(); get(int); set(int); clear(); nextSetBit(); clone()	tracks the types and numbers of objects that are currently on the operand
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/StackMapAnalyzer.java	use	BitSet(); set(int)	@author pugh
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/Tokenizer.java	use	BitSet(); get(int); set(int); set(from,to)	A simple tokenizer for Java source text. This is not intended to be a
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/AbstractDominatorsAnalysis.java	use	BitSet(); get(int); set(int); clear(); and(); or(); equals()	<p>A dataflow analysis to compute dominator relationships between basic blocks
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/AnalysisContext.java	use	BitSet(); get(int); set(int,bool)	A context for analysis of a complete project. This serves as the repository
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/AssertionMethods.java	use	BitSet(); get(int); set(int)	Mark methodref constant pool entries of methods that are likely to implement
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/BasicBlock.java	use	BitSet(); get(int); set(int)	Simple basic block abstraction for BCEL
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/BetterCFGBuilder2.java	use	BitSet(); get(int); set(int)	A CFGBuilder that really tries to construct accurate control flow graphs. The
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/BlockType.java	impl		Dataflow value representing the current nesting of catch and finally blocks
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/CFG.java	use	get(int)	Simple control flow graph abstraction for BCEL
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/ClassContext.java	use	BitSet(); get(int); set(int); set(from,to); and(); nextSetBit(); isEmpty()	A ClassContext caches all of the auxiliary objects used to analyze the
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/Frame.java	use	BitSet(); set(int)	<p>Generic class for representing a Java stack frame as a dataflow value. A
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/LiveLocalStoreAnalysis.java	use	BitSet(); get(int); set(int); clear(); clear(int); or(); nextSetBit(); equals()	Dataflow analysis to find live stores of locals. This is just a backward
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/LiveLocalStoreDataflow.java	use		Dataflow class for LiveLocalStoreAnalysis
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/LockChecker.java	use	get(int)	Front-end for LockDataflow that can avoid doing unnecessary work (e.g.,
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/MethodBytecodeSet.java	impl		Class representing the set of opcodes used in a method
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/PruneUnconditionalExceptionThrowerEdges.java	use	BitSet(); set(int)	@param xMethod
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/bcp/PatternMatcher.java	use	BitSet(); get(int); set(int,bool)	<p>Match a ByteCodePattern against the code of a method, represented by a CFG
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/deref/UnconditionalValueDerefSet.java	use	BitSet(); get(int); set(int); clear(); clear(int); and(); or(); isEmpty(); equals()	A set of values unconditionally dereferenced in the future
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/interproc/ParameterProperty.java	use	BitSet(); get(int); set(from,to)	Method property recording which parameters are have some property
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/npe/DerefFinder.java	use	and(); nextSetBit(); isEmpty()	@author pugh
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/npe/IsNullValueAnalysis.java	use	BitSet(); get(int); set(int)	A dataflow analysis to detect potential null pointer dereferences
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/npe/NullDerefAndRedundantComparisonFinder.java	use	BitSet(); get(int); set(int); clear(int); or()	A user-friendly front end for finding null pointer dereferences and redundant
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/npe/UsagesRequiringNonNullValues.java	use	get(int)	@author pugh
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/type/ExceptionSet.java	use	BitSet(); get(int); set(int); clear(); clear(int); or(); equals(); hashCode()	Class for keeping track of exceptions that can be thrown by an instruction
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/type/TypeFrame.java	use	BitSet(); get(int); set(from,to); clear(); clear(int); or()	A specialization of {@link Frame} for determining the types of values in the
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/type/TypeFrameModelingVisitor.java	use	BitSet(); get(int); set(int)	Visitor to model the effects of bytecode instructions on the types of the
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/vna/LoadedFieldSet.java	use	BitSet(); get(int); set(int)	Object which stores which fields are loaded and stored by the instructions in
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/ba/vna/MergeTree.java	use	BitSet(); get(int); set(int); or(); nextSetBit()	Data structure to keep track of which input ValueNumbers were combined to
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/classfile/engine/ClassParserUsingASM.java	use	BitSet(); set(int)	@author William Pugh
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/classfile/engine/bcel/FinallyDuplicatesInfoFactory.java	use	BitSet(); get(int); set(int); clear(int); nextSetBit(); isEmpty(); size(); toString()	@author Tagir Valeev
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/classfile/engine/bcel/LoadedFieldSetFactory.java	use	BitSet(); get(int); set(int)	Factory to determine which fields are loaded and stored by the instructions
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/classfile/engine/bcel/NonImplicitExceptionDominatorsAnalysisFactory.java	use		Analysis engine to produce NonImplicitExceptionDominatorsAnalysis objects
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/classfile/engine/bcel/NonImplicitExceptionPostDominatorsAnalysisFactory.java	use		Analysis engine to produce NonImplicitExceptionPostDominatorsAnalysis objects
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/BuildUnconditionalParamDerefDatabase.java	use	BitSet(); set(int); isEmpty()	Build database of unconditionally dereferenced parameters
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/DontIgnoreResultOfPutIfAbsent.java	use	get(int); equals()	public class DontIgnoreResultOfPutIfAbsent
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindBadCast2.java	use	get(int)	public class FindBadCast2
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindBugsSummaryStats.java	use	BitSet(int); set(int); clear(); cardinality()	public class FindBugsSummaryStats
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindDeadLocalStores.java	use	BitSet(); get(int); set(int)	Find dead stores to local variables
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindJSR166LockMonitorenter.java	use	get(int)	Find places where ordinary (balanced) synchronization is performed on JSR166
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindLocalSelfAssignment2.java	use	BitSet(); get(int); set(int); clear()	public class FindLocalSelfAssignment2
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindMismatchedWaitOrNotify.java	use	get(int)	final class FindMismatchedWaitOrNotify
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindNonSerializableStoreIntoSession.java	use	get(int)	public class FindNonSerializableStoreIntoSession
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindNonSerializableValuePassedToWriteObject.java	use	get(int)	public class FindNonSerializableValuePassedToWriteObject
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindNullDeref.java	use	BitSet(); get(int); set(int); clear(int); and(); or(); nextSetBit(); isEmpty(); clone()	A Detector to find instructions where a NullPointerException might be raised
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindOpenStream.java	use	get(int)	A Detector to look for streams that are opened in a method, do not escape the
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindRefComparison.java	use	BitSet(); set(int); or(); intersects()	Find suspicious reference comparisons. This includes:
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindSelfComparison.java	use	get(int)	public class FindSelfComparison
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindSelfComparison2.java	use	get(int)	@param classContext
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindSleepWithLockHeld.java	use	get(int)	Find calls to Thread.sleep() made with a lock held
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindUnrelatedTypesInGenericContainer.java	use	get(int)	@author Nat Ayewah
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindUnreleasedLock.java	use	get(int)	public class FindUnreleasedLock
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindUseOfNonSerializableValue.java	use	get(int)	public class FindUseOfNonSerializableValue
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/FindUselessObjects.java	use	BitSet(); get(int); set(int); nextSetBit()	@author Tagir Valeev
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/InfiniteLoop.java	use	BitSet(); set(int); clear(); nextSetBit()	*/
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/LazyInit.java	use	BitSet(); get(int); set(int); clear(); and()	The pattern to look for
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/LoadOfKnownNullValue.java	use	BitSet(); get(int); set(int); cardinality()	@param classContext
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/MethodReturnCheck.java	use	BitSet(); get(int); set(int)	Look for calls to methods where the return value is erroneously ignored. This
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/MethodReturnValueStreamFactory.java	use	BitSet(); get(int); set(int)	StreamFactory for streams that are created as the result of calling a method
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/NoiseNullDeref.java	use	BitSet(); get(int); set(int)	A Detector to find instructions where a NullPointerException might be raised
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/RuntimeExceptionCapture.java	use	get(int)	RuntimeExceptionCapture
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/SuspiciousThreadInterrupted.java	use	BitSet(); get(int); set(int)	looks for calls to Thread.interrupted from a non static context, especially
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/detect/SwitchFallthrough.java	use	BitSet(); get(int); set(int); clear(); clear(int); and(); or(); nextSetBit(); cardinality(); clone()	A GOTO might correspond to a <code>break</code> or to a do/while/for loop
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/props/WarningPropertyUtil.java	use	BitSet(); get(int); set(int)	Utility methods for creating general warning properties
spotbugs	spotbugs/src/main/java/edu/umd/cs/findbugs/xml/MetaCharacterMap.java	use	BitSet(); get(int); set(int)	Map of metacharacters that need to be escaped, and what to replace them with
spring-framework	spring-core/src/main/java/org/springframework/cglib/core/EmitUtils.java	use	BitSet(); get(int); set(int)	Process an array on the stack. Assumes the top item on the stack
spring-framework	spring-core/src/main/java/org/springframework/util/MimeType.java	use	BitSet(int); get(int); set(int); set(from,to); andNot()	Represents a MIME Type, as originally defined in RFC 2046 and subsequently
